|name         |surname   |date_of_birth|
|Matilde      |Fabbri    |1986-06-19   |
|Romolo       |Martini   |1986-06-18   |
|Ione         |Martino   |1986-06-11   |
|Trevis       |Conte     |1986-06-09   |
|Dimitri      |Ferrara   |1986-06-07   |
|Evita        |Pagano    |1986-06-05   |
|Mercedes     |Fabbri    |1986-05-30   |
|Ivonne       |Valentini |1986-05-29   |
|Enrico       |Rizzi     |1986-05-25   |
|Osea         |Conti     |1986-05-22   |
|Michele      |Parisi    |1986-05-21   |
|Giacinta     |Bianchi   |1986-05-19   |
|Felicia      |Sanna     |1986-05-17   |
|Ippolito     |Bianchi   |1986-05-17   |
|Artemide     |Milani    |1986-05-15   |
|Noemi        |Bianchi   |1986-05-15   |
|Ione         |Rinaldi   |1986-05-14   |
|Costanzo     |Esposito  |1986-05-09   |
|Orfeo        |Gentile   |1986-05-05   |
|Nayade       |Gentile   |1986-05-03   |
|Ingrid       |Ricci     |1986-05-03   |
|Valdo        |Bernardi  |1986-05-02   |
|Ilario       |Grassi    |1986-05-01   |
|Danny        |Conte     |1986-04-30   |
|Cleopatra    |Barbieri  |1986-04-29   |
|Gilda        |Riva      |1986-04-26   |
|Santo        |Russo     |1986-04-26   |
|Pericle      |Conte     |1986-04-22   |
|Folco        |Caputo    |1986-04-16   |
|Ivonne       |Bernardi  |1986-04-14   |
|Sibilla      |Donati    |1986-04-14   |
|Prisca       |D'angelo  |1986-04-11   |
|Mariano      |Ricci     |1986-04-10   |
|Kociss       |Silvestri |1986-04-06   |
|Ursula       |Battaglia |1986-04-03   |
|Matilde      |Gentile   |1986-03-28   |
|Diana        |Caputo    |1986-03-25   |
|Mietta       |Leone     |1986-03-24   |
|Donatella    |Rossetti  |1986-03-24   |
|Michele      |Conti     |1986-03-24   |
|Akira        |Silvestri |1986-03-20   |
|Filomena     |Serra     |1986-03-19   |
|Alberto      |Pagano    |1986-03-18   |
|Manfredi     |Lombardi  |1986-03-17   |
|Doriana      |Bianchi   |1986-03-14   |
|Ferdinando   |Ferrari   |1986-03-10   |
|Luce         |Pellegrino|1986-03-08   |
|Gastone      |Cattaneo  |1986-03-07   |
|Kayla        |Bernardi  |1986-03-07   |
|Artemide     |Sanna     |1986-03-04   |
|Sibilla      |Parisi    |1986-02-28   |
|Noemi        |Giordano  |1986-02-28   |
|Joseph       |Russo     |1986-02-25   |
|Clea         |Vitale    |1986-02-24   |
|Rosalba      |Ferraro   |1986-02-23   |
|Rosolino     |Greco     |1986-02-17   |
|Arduino      |Costa     |1986-02-17   |
|Kristel      |Greco     |1986-02-14   |
|Leone        |Rinaldi   |1986-02-14   |
|Genziana     |Galli     |1986-02-14   |
|Vitalba      |Marini    |1986-02-13   |
|Alessio      |Villa     |1986-02-12   |
|Ian          |Caputo    |1986-02-09   |
|Irene        |Barone    |1986-02-08   |
|Osea         |Longo     |1986-02-05   |
|Cleros       |Orlando   |1986-02-03   |
|Ruth         |Amato     |1986-02-03   |
|Jole         |Marino    |1986-01-31   |
|Ruth         |Fontana   |1986-01-30   |
|Zelida       |Bianco    |1986-01-27   |
|Cesidia      |Pagano    |1986-01-25   |
|Pericle      |Moretti   |1986-01-21   |
|Vania        |Rizzo     |1986-01-21   |
|Flaviana     |Esposito  |1986-01-18   |
|Isira        |Sartori   |1986-01-16   |
|Cosetta      |Lombardi  |1986-01-15   |
|Enrica       |Palmieri  |1986-01-12   |
|Noah         |Gentile   |1986-01-11   |
|Michele      |Caputo    |1986-01-06   |
|Sibilla      |Marchetti |1986-01-03   |
|Emilia       |Coppola   |1985-12-27   |
|Samira       |Farina    |1985-12-23   |
|Mariapia     |Parisi    |1985-12-20   |
|Romolo       |Romano    |1985-12-18   |
|Sasha        |Sala      |1985-12-18   |
|Elio         |Cattaneo  |1985-12-18   |
|Manfredi     |Amato     |1985-12-17   |
|Valdo        |Donati    |1985-12-17   |
|Quasimodo    |Greco     |1985-12-16   |
|Giancarlo    |Martinelli|1985-12-15   |
|Rodolfo      |Martinelli|1985-12-15   |
|Aaron        |Gatti     |1985-12-14   |
|Ione         |Mariani   |1985-12-13   |
|Assia        |Costa     |1985-12-11   |
|Matilde      |Fontana   |1985-12-09   |
|Muzio        |Marini    |1985-12-06   |
|Assia        |Costa     |1985-12-02   |
|Gaetano      |Piras     |1985-12-02   |
|Donatella    |Donati    |1985-11-26   |
|Giorgio      |Bruno     |1985-11-25   |
|Mirco        |Galli     |1985-11-23   |
|Laerte       |Coppola   |1985-11-23   |
|Kayla        |Giuliani  |1985-11-22   |
|Lino         |Mazza     |1985-11-20   |
|Doriana      |Marini    |1985-11-20   |
|Iacopo       |Ferri     |1985-11-18   |
|Domiziano    |Costantini|1985-11-17   |
|Costanzo     |Martinelli|1985-11-16   |
|Evita        |Palmieri  |1985-11-14   |
|Cristyn      |Santoro   |1985-11-06   |
|Celeste      |Leone     |1985-11-04   |
|Rosaria      |Vitale    |1985-11-03   |
|Celeste      |Esposito  |1985-10-26   |
|Kayla        |Parisi    |1985-10-20   |
|Pericle      |De Angelis|1985-10-18   |
|Omar         |Bernardi  |1985-10-18   |
|Gioacchino   |Gallo     |1985-10-15   |
|Cosetta      |Cattaneo  |1985-10-10   |
|Cristyn      |Costantini|1985-10-04   |
|Rudy         |Orlando   |1985-10-03   |
|Rosalba      |Messina   |1985-10-01   |
|Prisca       |Farina    |1985-09-29   |
|Santo        |Mariani   |1985-09-27   |
|Pericle      |Rizzo     |1985-09-27   |
|Giulietta    |Donati    |1985-09-19   |
|Deborah      |Fontana   |1985-09-16   |
|Tazio        |Caputo    |1985-09-16   |
|Noah         |Ferri     |1985-09-15   |
|Cosetta      |Ferraro   |1985-09-15   |
|Lazzaro      |Bianchi   |1985-09-14   |
|Vitalba      |Palumbo   |1985-09-14   |
|Doriana      |Milani    |1985-09-14   |
|Luna         |Palmieri  |1985-09-14   |
|Manuele      |Riva      |1985-09-14   |
|Antimo       |Gatti     |1985-09-14   |
|Fabiano      |Fabbri    |1985-09-13   |
|Vera         |Pellegrino|1985-09-10   |
|Eriberto     |Ferraro   |1985-09-08   |
|Jelena       |Lombardi  |1985-09-07   |
|Vera         |Bianco    |1985-09-07   |
|Benedetta    |Lombardi  |1985-09-05   |
|Albino       |Farina    |1985-09-04   |
|Filomena     |Benedetti |1985-09-03   |
|Serse        |Sorrentino|1985-09-03   |
|Samuel       |Ferrari   |1985-08-26   |
|Miriana      |Farina    |1985-08-22   |
|Nico         |Rossi     |1985-08-16   |
|Sabatino     |Marino    |1985-08-13   |
|Elio         |Martini   |1985-08-10   |
|Evita        |D'amico   |1985-08-06   |
|Demi         |Mariani   |1985-08-03   |
|Ursula       |Marchetti |1985-08-03   |
|Diana        |Ferri     |1985-08-01   |
|Emilia       |Sorrentino|1985-07-29   |
|Evita        |Longo     |1985-07-26   |
|Gianmarco    |Coppola   |1985-07-26   |
|Selvaggia    |Ferraro   |1985-07-23   |
|Renato       |Martino   |1985-07-22   |
|Celeste      |Palumbo   |1985-07-22   |
|Ermes        |Romano    |1985-07-21   |
|Dylan        |Ricci     |1985-07-20   |
|Nunzia       |Messina   |1985-07-19   |
|Zelida       |De Angelis|1985-07-16   |
|Cecco        |D'amico   |1985-07-15   |
|Olimpia      |Colombo   |1985-07-14   |
|Augusto      |Testa     |1985-07-08   |
|Eusebio      |Ferri     |1985-07-08   |
|Cecco        |Benedetti |1985-07-06   |
|Arcibaldo    |Cattaneo  |1985-07-04   |
|Noah         |Marini    |1985-06-30   |
|Monia        |Leone     |1985-06-29   |
|Costanzo     |Lombardi  |1985-06-28   |
|Mariano      |Bruno     |1985-06-27   |
|Gaetano      |Gatti     |1985-06-25   |
|Concetta     |D'amico   |1985-06-20   |
|Maruska      |Marino    |1985-06-17   |
|Ileana       |Marchetti |1985-06-16   |
|Cleopatra    |Battaglia |1985-06-15   |
|Odone        |Damico    |1985-06-15   |
|Luigi        |Amato     |1985-06-04   |
|Erminio      |Rossi     |1985-06-03   |
|Gianmarco    |Coppola   |1985-06-02   |
|Jelena       |Palumbo   |1985-06-02   |
|Thea         |Fontana   |1985-06-01   |
|Vera         |Palumbo   |1985-05-29   |
|Cleros       |Grassi    |1985-05-28   |
|Harry        |Battaglia |1985-05-26   |
|Doriana      |Lombardi  |1985-05-25   |
|Neri         |Longo     |1985-05-21   |
|Soriana      |Basile    |1985-05-19   |
|Damiana      |Sartori   |1985-05-12   |
|Giobbe       |Giordano  |1985-05-11   |
|Erminia      |Battaglia |1985-05-10   |
|Enrica       |Gallo     |1985-05-07   |
|Audenico     |Riva      |1985-05-05   |
|Dante        |De rosa   |1985-05-04   |
|Nestore      |D'amico   |1985-05-02   |
|Cosetta      |Rossi     |1985-05-01   |
|Thea         |Lombardi  |1985-04-28   |
|Giacinta     |Milani    |1985-04-25   |
|Ariel        |Sorrentino|1985-04-20   |
|Siro         |Sorrentino|1985-04-17   |
|Pierfrancesco|Neri      |1985-04-16   |
|Artes        |Giuliani  |1985-04-16   |
|Giancarlo    |Palumbo   |1985-04-14   |
|Luce         |Conte     |1985-04-14   |
|Nazzareno    |Conti     |1985-04-12   |
|Baldassarre  |De Santis |1985-04-11   |
|Caligola     |Negri     |1985-04-06   |
|Luigi        |Rossetti  |1985-04-06   |
|Miriam       |Testa     |1985-03-31   |
|Cassiopea    |Santoro   |1985-03-30   |
|Timothy      |Sartori   |1985-03-27   |
|Carlo        |Mariani   |1985-03-26   |
|Isabel       |Martini   |1985-03-23   |
|Diamante     |Sorrentino|1985-03-21   |
|Penelope     |Farina    |1985-03-17   |
|Eustachio    |Morelli   |1985-03-16   |
|Dante        |Marino    |1985-03-16   |
|Maria        |Cattaneo  |1985-03-16   |
|Flaviana     |Marini    |1985-03-11   |
|Clodovea     |Fontana   |1985-03-11   |
|Violante     |Lombardo  |1985-03-06   |
|Terzo        |Barone    |1985-03-05   |
|Osea         |Sorrentino|1985-03-04   |
|Irene        |Esposito  |1985-03-04   |
|Piererminio  |Marchetti |1985-03-01   |
|Assia        |Battaglia |1985-02-28   |
|Clodovea     |Fabbri    |1985-02-24   |
|Joseph       |Cattaneo  |1985-02-24   |
|Giacinta     |Testa     |1985-02-18   |
|Evangelista  |Santoro   |1985-02-18   |
|Tosca        |Marino    |1985-02-16   |
|Enzo         |Damico    |1985-02-11   |
|Flaviana     |Orlando   |1985-02-09   |
|Gaetano      |Leone     |1985-02-08   |
|Amos         |Russo     |1985-02-07   |
|Albino       |De Santis |1985-02-06   |
|Clodovea     |Rossetti  |1985-02-03   |
|Lucia        |Lombardi  |1985-01-25   |
|Nicoletta    |Sartori   |1985-01-22   |
|Giovanna     |Costa     |1985-01-21   |
|Nicoletta    |Martinelli|1985-01-18   |
|Germano      |De rosa   |1985-01-13   |
|Luigi        |Martinelli|1985-01-06   |
|Donatella    |Gatti     |1985-01-02   |
|Enzo         |Ricci     |1985-01-01   |
|Morgana      |Marino    |1984-12-31   |
|Naomi        |Neri      |1984-12-29   |
|Mattia       |Lombardo  |1984-12-29   |
|Thea         |Grassi    |1984-12-28   |
|Augusto      |Costantini|1984-12-26   |
|Gastone      |Rizzi     |1984-12-25   |
|Diana        |Barbieri  |1984-12-23   |
|Shaira       |Ruggiero  |1984-12-16   |
|Miriana      |Rinaldi   |1984-12-14   |
|Flavio       |Villa     |1984-12-10   |
|Mietta       |Leone     |1984-12-10   |
|Marcella     |Donati    |1984-12-08   |
|Timothy      |Basile    |1984-12-08   |
|Kristel      |Coppola   |1984-12-06   |
|Odone        |Lombardi  |1984-12-06   |
|Rosaria      |Greco     |1984-12-05   |
|Fiorentino   |D'angelo  |1984-11-30   |
|Elga         |Pagano    |1984-11-26   |
|Jole         |Vitali    |1984-11-19   |
|Nayade       |Neri      |1984-11-19   |
|Hector       |Lombardo  |1984-11-18   |
|Emilia       |Caputo    |1984-11-18   |
|Enrico       |Martinelli|1984-11-16   |
|Nick         |De luca   |1984-11-16   |
|Osea         |Marino    |1984-11-16   |
|Cira         |Mancini   |1984-11-14   |
|Maruska      |Palumbo   |1984-11-13   |
|Evita        |Ricci     |1984-11-13   |
|Pericle      |Sorrentino|1984-11-12   |
|Joey         |Milani    |1984-11-12   |
|Giordano     |Giuliani  |1984-11-12   |
|Damiana      |Bernardi  |1984-11-11   |
|Carmela      |De rosa   |1984-11-10   |
|Grazia       |Amato     |1984-11-08   |
|Penelope     |Ferrari   |1984-11-04   |
|Nunzia       |D'angelo  |1984-11-03   |
|Xavier       |Gallo     |1984-10-28   |
|Marcella     |Parisi    |1984-10-26   |
|Marina       |Serra     |1984-10-25   |
|Tosca        |Riva      |1984-10-25   |
|Loretta      |Carbone   |1984-10-21   |
|Loredana     |Lombardi  |1984-10-19   |
|Emilia       |Gentile   |1984-10-19   |
|Rudy         |Basile    |1984-10-18   |
|Samira       |Grassi    |1984-10-17   |
|Joey         |Caputo    |1984-10-16   |
|Monia        |Battaglia |1984-10-15   |
|Nabil        |Bellini   |1984-10-14   |
|Isabel       |Messina   |1984-10-14   |
|Enzo         |Ferrari   |1984-10-14   |
|Diamante     |Gallo     |1984-10-11   |
|Clea         |Romano    |1984-10-11   |
|Lia          |Negri     |1984-10-06   |
|Luigi        |De Santis |1984-09-30   |
|Sarita       |Parisi    |1984-09-28   |
|Fernando     |Bruno     |1984-09-26   |
|Erminio      |Rinaldi   |1984-09-26   |
|Rosalba      |Villa     |1984-09-23   |
|Enrico       |Milani    |1984-09-22   |
|Prisca       |Barbieri  |1984-09-20   |
|Danthon      |Negri     |1984-09-20   |
|Umberto      |Leone     |1984-09-20   |
|Brigitta     |Amato     |1984-09-18   |
|Radames      |Bianchi   |1984-09-13   |
|Marino       |Ferraro   |1984-09-09   |
|Lucrezia     |Rizzo     |1984-09-08   |
|Cristyn      |Bellini   |1984-09-08   |
|Maruska      |Bianco    |1984-09-03   |
|Modesto      |Farina    |1984-08-31   |
|Damiano      |Negri     |1984-08-29   |
|Luce         |Benedetti |1984-08-28   |
|Marcella     |Serra     |1984-08-23   |
|Costanzo     |Vitale    |1984-08-22   |
|Ursula       |Amato     |1984-08-22   |
|Marianita    |Palmieri  |1984-08-18   |
|Anastasio    |Giordano  |1984-08-15   |
|Marvin       |Greco     |1984-08-14   |
|Neri         |Lombardi  |1984-08-11   |
|Marcella     |De rosa   |1984-08-10   |
|Loretta      |Mariani   |1984-08-10   |
|Donatella    |Rinaldi   |1984-08-03   |
|Ferdinando   |Conti     |1984-07-31   |
|Piererminio  |Sanna     |1984-07-26   |
|Liborio      |Gatti     |1984-07-23   |
|Guendalina   |Gallo     |1984-07-21   |
|Jole         |Rinaldi   |1984-07-21   |
|Lamberto     |Riva      |1984-07-15   |
|Arduino      |Vitali    |1984-07-14   |
|Miriam       |Grassi    |1984-07-14   |
|Dimitri      |Martino   |1984-07-12   |
|Antonino     |Sala      |1984-07-10   |
|Gianleonardo |Grassi    |1984-07-10   |
|Maika        |Fontana   |1984-07-09   |
|Ubaldo       |Palmieri  |1984-07-05   |
|Ferdinando   |Mazza     |1984-07-03   |
|Samira       |Ricci     |1984-07-02   |
|Maika        |Morelli   |1984-06-30   |
|Cesidia      |Bellini   |1984-06-28   |
|Sasha        |Orlando   |1984-06-26   |
|Omar         |Bernardi  |1984-06-25   |
|Sue ellen    |Milani    |1984-06-25   |
|Boris        |Leone     |1984-06-20   |
|Benedetta    |De rosa   |1984-06-16   |
|Fortunata    |Bianco    |1984-06-15   |
|Luce         |Carbone   |1984-06-14   |
|Fatima       |Morelli   |1984-06-09   |
|Liborio      |D'amico   |1984-06-04   |
|Loretta      |Conte     |1984-06-03   |
|Diamante     |De rosa   |1984-06-02   |
|Giordano     |Villa     |1984-06-02   |
|Nico         |Carbone   |1984-05-27   |
|Fortunata    |Moretti   |1984-05-26   |
|Luce         |Sorrentino|1984-05-23   |
|Tancredi     |Basile    |1984-05-22   |
|Leonardo     |Giordano  |1984-05-21   |
|Danthon      |De luca   |1984-05-21   |
|Dindo        |D'angelo  |1984-05-19   |
|Monia        |Conte     |1984-05-19   |
|Demi         |Coppola   |1984-05-16   |
|Enrica       |Grasso    |1984-05-13   |
|Eriberto     |Battaglia |1984-05-12   |
|Gregorio     |D'amico   |1984-05-11   |
|Enrica       |Martini   |1984-05-09   |
|Mariagiulia  |Moretti   |1984-05-09   |
|Amerigo      |Ruggiero  |1984-05-09   |
|Marianita    |Barbieri  |1984-05-05   |
|Fiorentino   |Longo     |1984-04-30   |
|Guido        |Messina   |1984-04-27   |
|Manfredi     |Rossetti  |1984-04-24   |
|Sebastian    |Battaglia |1984-04-20   |
|Isabel       |Esposito  |1984-04-16   |
|Claudia      |Fontana   |1984-04-13   |
|Arturo       |Ferrara   |1984-04-12   |
|Piersilvio   |Pagano    |1984-04-11   |
|Kris         |Marini    |1984-04-10   |
|Maria        |Montanari |1984-04-06   |
|Ivonne       |Damico    |1984-04-05   |
|Bortolo      |De rosa   |1984-04-02   |
|Rosalba      |Palmieri  |1984-04-02   |
|Lisa         |Martini   |1984-03-30   |
|Michele      |Marchetti |1984-03-27   |
|Ortensia     |Ferri     |1984-03-26   |
|Flaviana     |Rossi     |1984-03-23   |
|Jole         |Palmieri  |1984-03-22   |
|Irene        |Lombardo  |1984-03-17   |
|Assia        |Costantini|1984-03-16   |
|Gerlando     |Gallo     |1984-03-13   |
|Ubaldo       |De rosa   |1984-03-05   |
|Ivonne       |Fiore     |1984-03-04   |
|Fabiano      |Ferrara   |1984-03-02   |
|Nico         |Rossi     |1984-03-01   |
|Cosetta      |Gallo     |1984-02-22   |
|Fatima       |Milani    |1984-02-17   |
|Gioacchino   |Fiore     |1984-02-15   |
|Ruth         |Sorrentino|1984-02-14   |
|Manuele      |Sala      |1984-02-09   |
|Egisto       |Costantini|1984-02-06   |
|Elio         |Rizzi     |1984-02-01   |
|Cassiopea    |Bianchi   |1984-01-30   |
|Lisa         |Pagano    |1984-01-29   |
|Brigitta     |Benedetti |1984-01-23   |
|Artemide     |Serra     |1984-01-22   |
|Lia          |Pellegrino|1984-01-21   |
|Jack         |Marino    |1984-01-18   |
|Anastasio    |Caputo    |1984-01-18   |
|Laerte       |Martini   |1984-01-17   |
|Yago         |De luca   |1984-01-16   |
|Ian          |Cattaneo  |1984-01-08   |
|Ilario       |Messina   |1984-01-03   |
|Kristel      |Riva      |1984-01-01   |
|Sandro       |Gallo     |1983-12-27   |
|Arturo       |Basile    |1983-12-26   |
|Olimpia      |Ferri     |1983-12-22   |
|Oreste       |Ferraro   |1983-12-20   |
|Luigi        |Marini    |1983-12-19   |
|Guendalina   |Giordano  |1983-12-18   |
|Elda         |Caruso    |1983-12-18   |
|Joseph       |Piras     |1983-12-16   |
|Nico         |Bianco    |1983-12-15   |
|Gilda        |Leone     |1983-12-14   |
|Sue ellen    |Conti     |1983-12-05   |
|Ione         |Ferri     |1983-12-05   |
|Pierfrancesco|Farina    |1983-12-03   |
|Maruska      |Pagano    |1983-12-01   |
|Giuliano     |Ricci     |1983-12-01   |
|Jelena       |Ferrara   |1983-11-30   |
|Eliziario    |Barone    |1983-11-29   |
|Pericle      |Battaglia |1983-11-29   |
|Irene        |De luca   |1983-11-25   |
|Zelida       |De Santis |1983-11-18   |
|Emilia       |Silvestri |1983-11-18   |
|Eriberto     |Gentile   |1983-11-16   |
|Luce         |Montanari |1983-11-14   |
|Irene        |Bianchi   |1983-11-09   |
|Demi         |Bruno     |1983-11-09   |
|Leonardo     |Marchetti |1983-11-04   |
|Piccarda     |Costa     |1983-11-04   |
|Vania        |Mariani   |1983-10-31   |
|Ferdinando   |Esposito  |1983-10-30   |
|Giorgio      |Bruno     |1983-10-20   |
|Marina       |Rizzi     |1983-10-20   |
|Celeste      |Carbone   |1983-10-20   |
|Grazia       |Vitali    |1983-10-17   |
|Danthon      |Palumbo   |1983-10-15   |
|Enzo         |Benedetti |1983-10-14   |
|Concetta     |Giuliani  |1983-10-07   |
|Bacchisio    |Ferraro   |1983-10-05   |
|Edvige       |Marino    |1983-10-01   |
|Sabino       |Ferretti  |1983-10-01   |
|Patrizio     |Gentile   |1983-10-01   |
|Davis        |Donati    |1983-09-28   |
|Rocco        |Giordano  |1983-09-22   |
|Silvano      |Marino    |1983-09-20   |
|Lazzaro      |Romano    |1983-09-18   |
|Prisca       |Damico    |1983-09-17   |
|Radames      |Bellini   |1983-09-17   |
|Lia          |Valentini |1983-09-16   |
|Folco        |Ferrari   |1983-09-16   |
|Giulietta    |Lombardo  |1983-09-12   |
|Ione         |Ruggiero  |1983-09-12   |
|Gianmaria    |Barbieri  |1983-09-11   |
|Rosalba      |Benedetti |1983-09-10   |
|Zelida       |Piras     |1983-09-10   |
|Vitalba      |De Angelis|1983-09-07   |
|Nick         |Sorrentino|1983-09-06   |
|Arduino      |Bianchi   |1983-09-04   |
|Giobbe       |Messina   |1983-09-03   |
|Joseph       |Pellegrini|1983-08-30   |
|Thea         |Sanna     |1983-08-28   |
|Karim        |Farina    |1983-08-28   |
|Xavier       |Benedetti |1983-08-26   |
|Tazio        |Ruggiero  |1983-08-26   |
|Brigitta     |Mancini   |1983-08-23   |
|Piccarda     |Costantini|1983-08-21   |
|Claudia      |Morelli   |1983-08-20   |
|Giordano     |Bruno     |1983-08-19   |
|Fiorentino   |Morelli   |1983-08-12   |
|Mariapia     |Rossi     |1983-08-10   |
|Rosalba      |Giuliani  |1983-08-08   |
|Tolomeo      |Lombardo  |1983-08-07   |
|Prisca       |Testa     |1983-08-06   |
|Caligola     |Basile    |1983-08-04   |
|Sasha        |Greco     |1983-08-03   |
|Lazzaro      |Ferretti  |1983-08-02   |
|Audenico     |Pagano    |1983-07-28   |
|Fatima       |Gatti     |1983-07-22   |
|Laura        |Valentini |1983-07-22   |
|Diamante     |Rizzo     |1983-07-21   |
|Laerte       |Ferraro   |1983-07-21   |
|Maria        |Benedetti |1983-07-21   |
|Michele      |Martino   |1983-07-21   |
|Giacinto     |Pellegrino|1983-07-14   |
|Ileana       |Pagano    |1983-07-13   |
|Aroldo       |De Angelis|1983-07-12   |
|Isira        |Sartori   |1983-07-11   |
|Costanzo     |D'angelo  |1983-07-07   |
|Benedetta    |Leone     |1983-07-07   |
|Naomi        |De rosa   |1983-07-05   |
|Amos         |Colombo   |1983-07-02   |
|Cosetta      |Gentile   |1983-07-02   |
|Morgana      |Santoro   |1983-07-02   |
|Marianita    |Pellegrini|1983-06-30   |
|Lisa         |Bianco    |1983-06-27   |
|Irene        |Coppola   |1983-06-25   |
|Marieva      |Romano    |1983-06-24   |
|Alighieri    |Giordano  |1983-06-23   |
|Donatella    |Sanna     |1983-06-23   |
|Kai          |Rizzo     |1983-06-19   |
|Giordano     |Marini    |1983-06-14   |
|Miriam       |Colombo   |1983-06-14   |
|Renzo        |De Angelis|1983-06-13   |
|Renato       |Fiore     |1983-06-11   |
|Penelope     |Rossi     |1983-06-02   |
|Marvin       |Negri     |1983-05-31   |
|Nathan       |Rizzo     |1983-05-31   |
|Sebastian    |Ferrara   |1983-05-29   |
|Ione         |Messina   |1983-05-29   |
|Brigitta     |Bruno     |1983-05-29   |
|Donatella    |Farina    |1983-05-28   |
|Loredana     |Palmieri  |1983-05-27   |
|Tazio        |Pagano    |1983-05-27   |
|Cosetta      |Fontana   |1983-05-26   |
|Vera         |Ferrari   |1983-05-19   |
|Guendalina   |Fiore     |1983-05-18   |
|Michael      |Rossi     |1983-05-11   |
|Gaetano      |Ferri     |1983-05-11   |
|Odino        |De Angelis|1983-05-11   |
|Morgana      |Sorrentino|1983-05-09   |
|Jole         |Carbone   |1983-05-07   |
|Brigitta     |Donati    |1983-05-06   |
|Sandro       |Valentini |1983-05-04   |
|Domiziano    |Donati    |1983-05-04   |
|Neri         |Neri      |1983-04-30   |
|Germano      |Ferraro   |1983-04-22   |
|Alessio      |Valentini |1983-04-20   |
|Ingrid       |Martino   |1983-04-18   |
|Matilde      |Fontana   |1983-04-17   |
|Clodovea     |De luca   |1983-04-13   |
|Genziana     |Damico    |1983-04-07   |
|Kayla        |Colombo   |1983-04-05   |
|Jelena       |Villa     |1983-03-31   |
|Fatima       |Bruno     |1983-03-29   |
|Caio         |Palumbo   |1983-03-28   |
|Cassiopea    |Ferrari   |1983-03-28   |
|Morgana      |Palmieri  |1983-03-26   |
|Gaetano      |Lombardo  |1983-03-25   |
|Alessio      |Grassi    |1983-03-16   |
|Soriana      |Fiore     |1983-03-11   |
|Marzio       |Ferraro   |1983-03-06   |
|Domingo      |Ferrari   |1983-03-05   |
|Neri         |Fontana   |1983-03-04   |
|Piccarda     |Donati    |1983-03-03   |
|Emilia       |Vitale    |1983-03-03   |
|Vitalba      |Ferrara   |1983-02-26   |
|Celeste      |Cattaneo  |1983-02-25   |
|Samuel       |Parisi    |1983-02-19   |
|Lorenzo      |Marchetti |1983-02-19   |
|Samira       |Farina    |1983-02-16   |
|Marianita    |Carbone   |1983-02-15   |
|Maggiore     |Villa     |1983-02-05   |
|Nicoletta    |Gallo     |1983-01-30   |
|Nicoletta    |Morelli   |1983-01-29   |
|Fabio        |Rossetti  |1983-01-29   |
|Abramo       |Pellegrino|1983-01-27   |
|Arturo       |Lombardi  |1983-01-21   |
|Amerigo      |D'angelo  |1983-01-18   |
|Ingrid       |Fabbri    |1983-01-16   |
|Vitalba      |Palmieri  |1983-01-15   |
|Maika        |Cattaneo  |1983-01-15   |
|Mirko        |Bianchi   |1983-01-14   |
|Shaira       |Cattaneo  |1983-01-14   |
|Penelope     |Pellegrino|1983-01-11   |
|Gianantonio  |Bianco    |1983-01-06   |
|Antonio      |Bianco    |1983-01-04   |
|Armando      |Moretti   |1983-01-04   |
|Radames      |Farina    |1983-01-02   |
|Luce         |Rizzo     |1983-01-01   |
|Evita        |Gatti     |1982-12-31   |
|Damiana      |Mazza     |1982-12-31   |
|Emidio       |Costantini|1982-12-29   |
|Bortolo      |Leone     |1982-12-25   |
|Oretta       |Rossi     |1982-12-25   |
|Danuta       |Milani    |1982-12-24   |
|Erminia      |Sala      |1982-12-23   |
|Joshua       |Russo     |1982-12-22   |
|Yago         |Damico    |1982-12-20   |
|Damiana      |Sorrentino|1982-12-19   |
|Claudia      |Mariani   |1982-12-19   |
|Bibiana      |Neri      |1982-12-19   |
|Kayla        |Martini   |1982-12-14   |
|Sue ellen    |Negri     |1982-12-12   |
|Giovanna     |Lombardo  |1982-12-10   |
|Lucia        |Ferretti  |1982-12-10   |
|Gioacchino   |Negri     |1982-12-07   |
|Loretta      |Palmieri  |1982-12-06   |
|Ercole       |Bruno     |1982-12-04   |
|Edipo        |De luca   |1982-12-02   |
|Cassiopea    |Neri      |1982-11-28   |
|Kayla        |Basile    |1982-11-28   |
|Maria        |Negri     |1982-11-27   |
|Vitalba      |Galli     |1982-11-20   |
|Noah         |Barone    |1982-11-18   |
|Gastone      |Barbieri  |1982-11-16   |
|Ninfa        |Russo     |1982-11-13   |
|Emilia       |Fabbri    |1982-11-13   |
|Adriano      |Cattaneo  |1982-11-09   |
|Gelsomina    |Donati    |1982-11-08   |
|Maruska      |Rinaldi   |1982-11-07   |
|Fabiano      |Montanari |1982-11-03   |
|Mirko        |Monti     |1982-11-01   |
|Caligola     |Romano    |1982-10-28   |
|Alessio      |Montanari |1982-10-26   |
|Loredana     |Rossetti  |1982-10-22   |
|Eufemia      |Fiore     |1982-10-22   |
|Bibiana      |Marini    |1982-10-16   |
|Aroldo       |Valentini |1982-10-14   |
|Maruska      |Conti     |1982-10-13   |
|Donatella    |Morelli   |1982-10-13   |
|Samira       |Coppola   |1982-10-12   |
|Eufemia      |Russo     |1982-10-11   |
|Ludovico     |Rizzi     |1982-10-10   |
|Emanuel      |De rosa   |1982-10-03   |
|Quirino      |Rizzi     |1982-10-02   |
|Noel         |Greco     |1982-10-02   |
|Moreno       |Grasso    |1982-10-01   |
